"fuid","text","labels"
"83b95691-ebc7-8d99-ac31-791c21f2c4d6","Account deleted, I paid a fee, and does not violate any rules, unused accounts over the past few months, why was deleted?","Business Operations--Business Support"
"0d4a4221-0a95-fa3f-b965-f9f53f20c02c","Account disabled -- DO NOT DISABLE AN ACCOUNT WITH A VALID CREDIT CARD NUMBER!  I'm a consultant trying to get a number of developers from MULTIPLE companies onto azure.  Each developer gets their own account for DEV, we don't want every little experiment to show up in our production account.   All developers use the same corporate Credit Card.  THAT'S NOT FRAUD, THAT'S STANDARD OPERATING PROCEDURE.  Why disable accounts that use the same corporate credit card?  If you don't want to give out free credits to all, fine.  Just charge the card.  Don't disable the account for days.","Business Operations--Business Support"
"9a2a809d-d536-95ce-a0c8-4ed63e769a9e","account locked. what do i do when my account is  locked? am new member and it has been four weeks only using the account.","Business Operations--Role Management"
"1c64602f-0897-1945-ce18-47d0bc6a670e","Acquisitions in chapter, 3 months did, shows the wrong date.","Business Operations--Business Analysis"
"f650a5b4-fdee-7cdd-9fc5-ddd8657be058","Activate MSDN Azure Benefit without Credit Card ! -- It's silly that i have benefit from my MSDN and i cant activate it because i didn't have any credit card, even i can't sign up because this thing. I am a student partner from Indonesia, and in this country, *********** of credit card is very very low. How to make azure popular, if you can't even try it.   So good luck with your service, you just make things harder. Thank you.","Learn, Try or Buy--Conversion or Registration"
"79a19e29-1a88-0f6d-bf82-9da1be5ecafd","Active installations Vs total downloads -- It would be good to know not only the number of downloads but also how many are active still.  If you have seen the google store they show active installations more prominently than total download count - and that actually makes sense considering the amount of trash apps going around in all the phone o/s .  ","Business Operations--Business Analysis"
"e1744d60-fb7f-d36e-f3bb-c39f1fcddb19","Adaptive color theme - dark for night, light for day! ~:D -- After sunset it should turn to dark colors to avoid eyestrain! this is brilliant idea and I use it myself in most of my apps!","Technical Operations--Technical Operations UI or UX|Learn, Try or Buy--Other Learn, Try or Buy"
"d9ef482f-dac9-c8a4-16ab-35da9b2bc496","Add (or make more visible) options for email notification -- I'm getting email from Azure that doesn't contain an unsubscribe link. I logged onto my account to manage my email preferences, but I don't see anyway to stop these emails. Telling me that HDInsight is fast isn't mission critical and my inbox doesn't need more SPAM.","Technical Operations--Monitoring or Reporting"
"82e608c6-af51-305c-3648-eef32705c02f","Add `bool IsLoopingEnabled` property to Pivot and Panorama control -- It will be great to have an option to disable the infinite looping of Pivot and Panorama controls and use them in a similar way like Picture/Article browsing, etc.","Technical Operations--Coding or Building"
"cd455884-df81-7164-7408-ddb920940042","Add `Product catalog` publishing template to SharePoint online -- With the recent addition of content search web part to SharePoint online, I thought it would be nice if MSFT adds the Product Catalog publishing template to SharePoint online?  ","Technical Operations--Coding or Building"
"a7c93df5-2ebc-dedb-59d3-70be7540db29","Add `Related Topics` to Bing Search API (as seen on webpage) -- Currently, when I perform a bing image search, there's a column along the right side of the screen called `Related Topics`.  From what I've been able to tell, these suggestions are not available from the Bing Search API in the Azure DataMarket.  It would be amazing if it was!","Technical Operations--Coding or Building|Technical Operations--Other Technical Operations|Learn, Try or Buy--Other Learn, Try or Buy|Learn, Try or Buy--Evaluation or Comparison"
"63310c5b-947b-556e-492a-6a6c66d7e6a0","Add `Wishlist` option in the Windows (Phone) Store -- Add an Wishlist feature to the Store so people can add apps and games to a wishlist and buy them later.","None--Other None"
"7ff060d2-bc46-dff5-7d6e-58d7d2e5ff01","Add a 'Report Abuse' button to apps in the Marketplace -- There have been numerous complaints of app developers (potentially) abusing the Marketplace by flooding it with useless or duplicate apps. While it's not realistic to expect Microsoft to carefully sift through each one, they should provide users with a way to direct their attention to problem apps... Hence: a 'Report Abuse' button on each app.","Business Operations--Business Operations UI or UX|Business Operations--Marketing or Advertising"
"22a18abc-1546-9ff4-46f9-71b99f465613","add a ""password management"" button to msdn profile main page. add a change password or password management button to msdn profile main page to make it simple and easy to manage... quickly.","Technical Operations--Technical Operations UI or UX"
"718673f5-ed6d-8af7-537a-305de8a1f62c","Add a customizable payment service -- My company is developping a web application that will be free but will include premium services for customers willing to pay for it. We are looking for providers to solve the payment matter. It would be great if we could use an Azure Service for it. We would like to define different Levels (for example Premium and Enterprise) and their price. The service should ask the customer for their preferred payment method (Credit Card, Paypal, ...) and `return` us a token when all the needed information was checked.","Business Operations--Sales or Monetization"
